;0066;BLOCK BLANCO CARTA DE NIÑO;1;;1636;3000;3000;0;0;1364;83;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0067;BLOCK BLANCO OFICIO DE NIÑA;1;;1785;3500;3500;0;0;1715;96;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0068;BLOCK BLANCO OFICIO DE NIÑO ;1;;1785;3500;3500;0;0;1715;96;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0069;BLOCK CUADROS CARTA DE NIÑA;1;;1636;3000;3000;0;0;1364;83;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0070;BLOCK CUADROS CARTA DE NIÑO;1;;1636;3000;3000;0;0;1364;83;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0071;BLOCK CUADROS OFICIO DE NIÑA;1;;1785;3500;3500;0;0;1715;96;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0072;BLOCK CUADROS OFICIO DE NIÑO;1;;1785;3500;3500;0;0;1715;96;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0073;BLOCK FLORSCENTE ;1;;3332;5800;5800;0;0;2468;74;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0074;BLOCK FLORSCENTE * UNIDAD;1;;84;300;300;0;0;216;257;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0075;BLOCK IRIS ;1;;2250;4000;4000;0;0;1750;78;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0076;BLOCK IRIS *UNIDAD ;1;;64;300;300;0;0;236;369;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0077;BLOCK IRIS DEGRADADO;1;;3000;5300;5300;0;0;2300;77;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0078;BLOCK IRIS DEGRADADO * UNIDAD;1;;85;300;300;0;0;215;253;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0079;BLOCK IRIS PASTEL;1;;2250;4000;4000;0;0;1750;78;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0080;BLOCK IRIS PASTEL * UNIDAD;1;;64;300;300;0;0;236;369;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0081;BLOCK MILIMETRADO;1;;3100;4000;4000;0;0;900;29;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0082;BLOCK MINI BLANCO ;1;;1105;2200;2200;0;0;1095;99;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0083;BLOCK MINI CUADRICULADO;1;;1105;2200;2200;0;0;1095;99;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0084;BLOCK MINI ORIGRAMA UNICOLOR;1;;1105;2500;2500;0;0;1395;126;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0085;BLOCK ORIGAMI FIGURAS GRANDE ;1;;3475;7800;7800;0;0;4325;124;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0086;BLOCK ORIGAMI FIGURAS PEQUEÑO;1;;2763;5600;5600;0;0;2837;103;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0087;BLOCK PAPEL MANTEQUILLA;1;;2650;3800;3800;0;0;1150;43;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0088;BLOCK RAYADO CARTA DE NIÑA;1;;1636;3000;3000;0;0;1364;83;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0089;BLOCK RAYADO CARTA DE NIÑO;1;;1636;3000;3000;0;0;1364;83;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0090;BLOCK RAYADO OFICIO DE NIÑA;1;;1825;3500;3500;0;0;1675;92;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0091;BLOCK RAYADO OFICIO DE NIÑO;1;;1825;3500;3500;0;0;1675;92;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0092;BOLA ICOPOR #10;1;;522;700;700;0;0;178;34;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0093;BOLA ICOPOR #12;1;;1500;2200;2200;0;0;700;47;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0094;BOLA ICOPOR #2;1;;91;300;300;0;0;209;230;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0095;BOLA ICOPOR #4;1;;100;400;400;0;0;300;300;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0096;BOLA ICOPOR #5;1;;233;350;350;0;0;117;50;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0097;BOLA ICOPOR #6;1;;150;500;500;0;0;350;233;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0098;BOLA ICOPOR #7;1;;300;500;500;0;0;200;67;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0099;BOLA ICOPOR NIEVE;1;;1500;3000;3000;0;0;1500;100;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0100;BOLA ICOPOR SURTIDO;1;;4200;6000;6000;0;0;1800;43;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0101;BOLIGRAFO METALICO *2;1;;6438;8400;8400;0;0;1962;30;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0102;BOLSA DE PIÑATA ;1;;1500;3000;3000;0;0;1500;100;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0103;BOLSA DE REGALO R- L DAMA ;1;;1513;3900;3900;0;0;2387;158;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0104;BOLSA DE REGALO R- M BEBE;1;;1513;3900;3900;0;0;2387;158;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0105;BOLSA DE REGALO R- M DAMA;1;;1058;2800;2800;0;0;1742;165;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0106;BOLSA DE REGALO R- M METALIZADA;1;;1600;4200;4200;0;0;2600;163;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0107;BOLSA DE REGALO R- M NIÑO;1;;1058;2800;2800;0;0;1742;165;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0108;BOLSA DE REGALO R- S CABALLERO;1;;980;1800;1800;0;0;820;84;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0109;BOLSA DE REGALO R- S DAMA;1;;980;1800;1800;0;0;820;84;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0110;BOLSA DE REGALO R-L CABALLERO;1;;1513;3900;3900;0;0;2387;158;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0111;BOLSA DE REGALO R-L NIÑA ;1;;1513;3900;3900;0;0;2387;158;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0112;BOLSA DE REGALO R-L NIÑO;1;;1513;3900;3900;0;0;2387;158;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0113;BOLSA DE REGALO YUMBO;1;;2021;4300;4300;0;0;2279;113;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0114;BOLSA HOLOGRAMICA BOTELLA;1;;1351;3500;3500;0;0;2149;159;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0115;BOLSA HOLOGRAMICA L;1;;1644;4500;4500;0;0;2856;174;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0116;BOLSA HOLOGRAMICA M;1;;1236;3000;3000;0;0;1764;143;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0117;BOLSA HOLOGRAMICA S;1;;936;2200;2200;0;0;1264;135;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0118;BOLSA HOLOGRAMICA YUMBO ;1;;2143;6000;6000;0;0;3857;180;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0119;BOLSILLO DE LAMINACION - CARTA ;1;;480;4000;4000;0;0;3520;733;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0120;BOLSILLO DE LAMINACION - CEDULA;1;;60;2000;2000;0;0;1940;3233;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0121;BOLSILLO DE LAMINACION - OFICIO;1;;540;5000;5000;0;0;4460;826;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0122;BOLSILLO PARA CATALOGO *PAQUETE -T- CARTA ;1;;6475;11000;11000;0;0;4525;70;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0123;BOLSILLO PARA CATALOGO *PAQUETE -T- OFICIO ;1;;7850;13000;13000;0;0;5150;66;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0124;BOLSILLO PARA CATALOGO *UNIDAD ;1;;47;200;200;0;0;153;326;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0125;BOLSO NIÑA ECONOMICO;1;;5000;10000;10000;0;0;5000;100;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0126;BOLSO NIÑO ECONOMICO;1;;0;0;0;0;0;0;0;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0127;BOMBA R-12 * UNIDAD;1;;212;500;500;0;0;288;136;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0128;BOMBA R-12 COLOR NEON;1;;475;800;800;0;0;325;68;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0129;BOMBA R-12 COLOR PASTEL * UNIDAD;1;;350;800;800;0;0;450;129;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0130;BOMBA R-12 CROMADA;1;;704;1300;1300;0;0;596;85;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0131;BOMBA R-12 METAL SEMPERTEX * PAQ - BLANCAS;1;;3469;7600;7600;0;0;4131;119;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0132;BOMBA R-12 METAL SEMPERTEX * PAQ - FUCSIA;1;;3469;7600;7600;0;0;4131;119;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0133;BOMBA R-12 METAL SEMPERTEX * PAQ - GRIS;1;;3364;7600;7600;0;0;4236;126;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0134;BOMBA R-12 METAL SEMPERTEX * PAQ - PALO ROSA;1;;3469;7600;7600;0;0;4131;119;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0135;BOMBA R-12 METAL SEMPERTEX * PAQ - ROJAS;1;;3469;7600;7600;0;0;4131;119;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0136;BOMBA R-12 METAL SEMPERTEX * PAQ - SURTIDAS;1;;3421;7600;7600;0;0;4179;122;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0137;BOMBA R-12 METALIZADAS * UNIDAD;1;;350;800;800;0;0;450;129;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0138;BOMBA R-12 SEMPERTEX * PAQUETE - AMARILLA ;1;;3133;5500;5500;0;0;2367;76;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0139;BOMBA R-12 SEMPERTEX * PAQUETE - AZUL CLARO;1;;3133;5500;5500;0;0;2367;76;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0140;BOMBA R-12 SEMPERTEX * PAQUETE - AZUL- REY;1;;3133;5500;5500;0;0;2367;76;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0141;BOMBA R-12 SEMPERTEX * PAQUETE - BLANCAS ;1;;3133;5500;5500;0;0;2367;76;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0142;BOMBA R-12 SEMPERTEX * PAQUETE - FUCSIA;1;;3133;5500;5500;0;0;2367;76;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0143;BOMBA R-12 SEMPERTEX * PAQUETE - NEGRA;1;;3133;5500;5500;0;0;2367;76;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0144;BOMBA R-12 SEMPERTEX * PAQUETE - ROJA;1;;3133;5500;5500;0;0;2367;76;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0145;BOMBA R-12 SEMPERTEX * PAQUETE - ROSADA;1;;3133;5500;5500;0;0;2367;76;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0146;BOMBA R-12 SEMPERTEX * PAQUETE - SURTIDO;1;;3133;5000;5000;0;0;1867;60;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0147;BOMBA R-12 SEMPERTEX * PAQUETE - VERDE LIMON;1;;3133;5500;5500;0;0;2367;76;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0148;BOMBA R-12 SURTIDA * UNIDAD;1;;400;900;900;0;0;500;125;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0149;BOMBA R-16 SURTIDA * UNIDAD;1;;300;1100;1100;0;0;800;267;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0150;BOMBA R-9;1;;155;300;300;0;0;145;94;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0151;BOMBA R-9 COLOR - NEON -PASTEL - METALIZADA * UNIDAD;1;;200;400;400;0;0;200;100;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0152;BOMBA TUBITO ;1;;166;300;300;0;0;134;81;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0153;BOMBILLO LED CAJA VERDE;1;;3000;4600;4600;0;0;1600;53;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0154;BONO DE VENTA AUTOCOPIANTE GRANDE;1;;2533;4500;4500;0;0;1967;78;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0155;BONO DE VENTA AUTOCOPIANTE PEQUEÑO;1;;1555;2600;2600;0;0;1045;67;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0156;BURBUJAS ;1;;1500;3000;3000;0;0;1500;100;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0157;BORRADOR 5 PUNTAS;1;;596;1600;1600;0;0;1004;168;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0158;BORRADOR DE TABLERO;1;;1000;2000;2000;0;0;1000;100;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0159;BORRADOR DORICOLOR GRANDE BLANCO;1;;216;600;600;0;0;384;178;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0160;BORRADOR DORICOLOR PEQUEÑO BLANCO;1;;83;300;300;0;0;217;261;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0161;BORRADOR DORICOLOR PEQUEÑO NEGRO;1;;102;400;400;0;0;298;292;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0162;BORRADOR ETERNO ;1;;333;1200;1200;0;0;867;260;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0163;BORRADOR FOFORECENTE TRIANGULAR;1;;522;1500;1500;0;0;978;187;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0164;BORRADOR MIGAPAN SILICONADO;1;;600;1500;1500;0;0;900;150;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0165;BORRADOR NATA GRANDE ;1;;216;600;600;0;0;384;178;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0166;BORRADOR NATA PEQUEÑO;1;;216;300;300;0;0;84;39;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0167;BORRADOR TINTA ;1;;1086;1800;1800;0;0;714;66;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0168;BOTONES DE COLORES BOLSITA;1;;215;1000;1000;0;0;785;365;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0169;BRASALETE REFLECTIVO;6;;3333;5000;5000;0;0;1667;50;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0170;BROCHA PARA TINTE ;3;;800;2000;2000;0;0;1200;150;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0171;CABLE DE AUDIO INNOVATECH;7;;2000;6000;6000;0;0;4000;200;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0172;CABLE DE CARGA RAPIDA - TIPO-C;7;;0;0;0;0;0;0;0;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0173;CABLE DE CARGA RAPIDA - V8;7;;3500;10000;10000;0;0;6500;186;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0174;CAJA DE MADERA MEDIANA ;1;;4000;8000;8000;0;0;4000;100;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0175;CAJA DE MADERA PEQUEÑA;1;;2500;6000;6000;0;0;3500;140;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0176;CALCULADORA CASIO PEQUEÑA;1;;11355;14200;14200;0;0;2845;25;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0177;CALCULADORA ELECTRONICS;1;;23400;30000;30000;0;0;6600;28;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0178;CARGADOR BELOS Y CINTRUS;7;;5000;10000;10000;0;0;5000;100;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0179;CARGADOR PARA CARRO DOBLE ENTRADA;7;;5200;8000;8000;0;0;2800;54;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0180;CARGADOR PARA CARRO TIPO C;7;;9000;18000;18000;0;0;9000;100;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0181;CARGADOR SOLO SIN CABLE ;7;;5500;10000;10000;0;0;4500;82;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0182;CARGADOR SPARTAN;7;;5200;14000;14000;0;0;8800;169;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0183;CARGADOR VETEX;7;;5200;14000;14000;0;0;8800;169;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0184;CARGADOR VETEX TIPO C;7;;18000;26000;26000;0;0;8000;44;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0185;CARPETA ARCHIVADORA CARTA;1;;8928;14000;14000;0;0;5072;57;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0186;CARPETA ARCHIVADORA OFICIO;1;;10366;16000;16000;0;0;5634;54;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0187;CARPETA ARCHIVADORA PEQUEÑO;1;;4372;8600;8600;0;0;4228;97;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0188;CARPETA BLANCA TAMAÑO CARTA;1;;165;800;800;0;0;635;385;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0189;CARPETA BLANCA TAMAÑO OFICIO;1;;255;700;700;0;0;445;175;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
;0190;CARPETA CARTON AMARILLA;1;;674;1000;1000;0;0;326;48;1;;1;12/04/2021 0:00;1/05/2021 0:00;1
